City,Date,ws,hum,dew,pm25
Zhengzhou,2020-10-14,1.8,100.0,12.0,74.0
Zhengzhou,2020-05-08,4.6,82.0,15.0,50.0
Zhengzhou,2020-06-30,3.6,65.0,21.0,82.0
Zhengzhou,2020-07-06,1.5,58.0,21.0,80.0
Zhengzhou,2020-08-07,2.5,98.8,24.0,38.0
Zhengzhou,2020-08-19,3.6,73.0,21.0,59.0
Zhengzhou,2020-09-28,0.5,60.0,14.0,70.0
Zhengzhou,2020-10-27,2.0,50.0,4.0,153.0
Zhengzhou,2020-04-08,1.5,55.0,7.0,155.0
Zhengzhou,2020-04-23,0.5,44.0,1.0,139.0
Zhengzhou,2020-08-25,0.5,78.0,21.0,74.0
Zhengzhou,2020-08-30,0.5,65.0,21.0,114.0
Zhengzhou,2020-09-24,0.5,77.0,15.0,127.0
Zhengzhou,2020-09-30,2.5,72.0,14.0,91.0
Zhengzhou,2020-10-24,1.2,47.0,2.0,153.0
Zhengzhou,2020-11-10,1.2,54.0,2.0,171.0
Zhengzhou,2020-01-04,1.0,65.0,0.0,246.0
Zhengzhou,2020-07-23,2.5,65.0,21.0,85.0
Zhengzhou,2020-09-04,1.5,44.0,13.0,65.0
Zhengzhou,2020-11-14,1.0,62.0,7.0,196.0
Zhengzhou,2020-11-15,1.1,67.0,8.0,149.0
Zhengzhou,2020-06-26,1.5,69.0,23.0,129.0
Zhengzhou,2020-11-06,2.4,31.0,1.0,122.0
Zhengzhou,2020-05-04,6.6,72.0,10.0,78.0
Zhengzhou,2020-06-18,1.5,88.0,19.0,65.0
Zhengzhou,2020-06-23,0.5,73.0,20.0,91.0
Zhengzhou,2020-07-10,1.5,74.0,22.0,99.0
Zhengzhou,2020-10-12,1.8,50.0,7.0,42.0
Zhengzhou,2020-04-07,1.5,51.0,7.0,142.0
Zhengzhou,2020-09-17,1.5,43.0,11.0,70.0
Zhengzhou,2020-09-02,2.5,47.0,15.0,55.0
Zhengzhou,2020-06-07,2.5,37.0,14.0,70.0
Zhengzhou,2020-07-27,0.5,88.0,21.0,72.0
Zhengzhou,2020-04-15,1.5,52.0,10.0,97.0
Zhengzhou,2020-04-09,5.6,62.0,4.0,139.0
Zhengzhou,2020-04-20,2.5,36.0,1.0,61.0
Zhengzhou,2020-10-06,1.5,58.0,5.0,76.0
Zhengzhou,2020-10-18,1.0,81.0,9.0,132.0
Zhengzhou,2020-11-24,1.5,94.0,1.0,129.0
Zhengzhou,2020-04-06,1.5,44.0,3.0,132.0
Zhengzhou,2020-04-05,1.5,54.0,4.0,144.0
Zhengzhou,2020-05-14,1.5,56.0,13.0,78.0
Zhengzhou,2020-08-23,0.5,94.0,24.0,104.0
Zhengzhou,2020-10-22,1.1,57.0,3.0,159.0
Zhengzhou,2020-05-02,1.5,61.0,19.0,144.0
Zhengzhou,2020-05-10,1.5,49.0,10.0,57.0
Zhengzhou,2020-09-26,2.5,64.0,15.0,132.0
Zhengzhou,2020-04-10,5.6,87.0,3.0,78.0
Zhengzhou,2020-09-03,2.5,36.0,11.0,63.0
Zhengzhou,2020-09-06,0.5,54.0,18.0,85.0
Zhengzhou,2020-10-05,0.5,58.0,4.0,55.0
Zhengzhou,2020-05-19,1.5,40.0,8.0,74.0
Nanjing,2020-10-25,1.5,82.0,10.0,93.0
Nanjing,2020-08-20,1.5,74.0,24.0,57.0
Nanjing,2020-08-26,2.5,74.0,23.0,65.0
Nanjing,2020-10-02,1.5,69.0,19.0,89.0
Nanjing,2020-10-11,1.5,77.0,15.0,65.0
Nanjing,2020-10-16,2.5,100.0,14.0,38.0
Nanjing,2020-06-21,3.6,100.0,21.0,59.0
Nanjing,2020-08-05,1.5,79.0,26.0,57.0
Nanjing,2020-09-24,1.5,93.0,19.0,63.0
Nanjing,2020-10-04,1.5,100.0,16.0,55.0
Nanjing,2020-11-12,2.5,76.0,9.0,63.0
Nanjing,2020-04-13,1.5,44.0,1.0,104.0
Nanjing,2020-05-13,3.6,36.0,10.0,82.0
Nanjing,2020-07-12,2.5,79.0,25.0,74.0
Nanjing,2020-08-19,1.5,62.0,25.0,78.0
Nanjing,2020-09-04,1.5,62.0,18.0,72.0
Nanjing,2020-04-06,2.5,67.0,6.0,80.0
Nanjing,2020-07-17,2.5,100.0,22.0,61.0
Nanjing,2020-11-20,3.6,71.0,9.0,80.0
Nanjing,2020-11-13,2.5,76.0,9.0,85.0
Nanjing,2020-01-03,1.5,100.0,8.0,112.0
Nanjing,2020-06-11,1.5,88.0,25.0,89.0
Nanjing,2020-07-05,1.5,100.0,24.0,68.0
Nanjing,2020-08-02,1.5,84.0,27.0,63.0
Nanjing,2020-08-09,1.5,94.0,27.0,55.0
Nanjing,2020-08-18,2.5,62.0,24.0,89.0
Nanjing,2020-08-28,1.5,83.0,23.0,65.0
Nanjing,2020-03-31,1.5,100.0,10.0,87.0
Nanjing,2020-04-18,4.6,67.0,11.0,119.0
Nanjing,2020-04-22,1.5,63.0,8.0,85.0
Nanjing,2020-05-16,0.5,94.0,20.0,97.0
Nanjing,2020-07-18,1.5,100.0,25.0,57.0
Nanjing,2020-06-30,1.5,78.0,21.0,59.0
Nanjing,2020-07-24,1.5,100.0,22.0,74.0
Nanjing,2020-10-07,1.5,82.0,14.0,50.0
Nanjing,2020-05-02,1.5,78.0,20.0,112.0
Nanjing,2020-05-08,2.5,88.0,21.0,80.0
Nanjing,2020-11-17,2.5,93.0,17.0,91.0
Nanjing,2020-04-08,1.5,36.0,4.0,80.0
Nanjing,2020-04-11,2.5,100.0,8.0,68.0
Nanjing,2020-05-17,1.5,74.0,21.0,85.0
Nanjing,2020-09-17,1.5,100.0,20.0,61.0
Nanjing,2020-05-05,3.6,93.0,17.0,74.0
Nanjing,2020-07-13,1.5,100.0,23.0,34.0
Nanjing,2020-10-18,1.5,82.0,11.0,99.0
Nanjing,2020-11-04,2.5,54.0,4.0,46.0
Nanjing,2020-08-07,2.5,66.0,25.0,42.0
Nanjing,2020-09-27,2.5,73.0,16.0,46.0
Nanjing,2020-07-25,1.5,88.0,22.0,102.0
Nanjing,2020-11-15,1.5,87.0,12.0,102.0
Nanjing,2020-11-22,2.5,100.0,8.0,70.0
Nanjing,2020-01-04,2.5,87.0,5.0,175.0
Nanjing,2020-01-05,4.6,81.0,8.0,157.0
Nanjing,2020-03-30,1.5,100.0,9.0,63.0
Nanjing,2020-06-17,1.5,88.0,25.0,99.0
Nanjing,2020-06-22,3.6,94.0,22.0,59.0
Nanjing,2020-07-08,3.6,94.0,25.0,114.0
Nanjing,2020-10-03,3.6,100.0,20.0,76.0
Nanjing,2020-11-21,2.5,76.0,9.0,50.0
Nanjing,2020-06-16,3.6,100.0,21.0,61.0
Nanjing,2020-07-04,1.5,83.0,22.0,65.0
Nanjing,2020-07-20,1.5,100.0,22.0,89.0
Nanjing,2020-09-01,1.5,100.0,25.0,59.0
Nanjing,2020-09-25,0.5,88.0,17.0,59.0
Nanjing,2020-05-31,1.5,78.0,20.0,107.0
Nanjing,2020-08-11,1.5,83.0,26.0,55.0
Nanjing,2020-08-13,3.6,62.0,24.0,25.0
Nanjing,2020-10-15,3.6,93.0,15.0,53.0
Nanjing,2020-11-14,2.5,82.0,10.0,80.0
Nanjing,2020-05-22,2.5,65.0,18.0,70.0
Nanjing,2020-07-07,1.5,100.0,25.0,50.0
Nanjing,2020-05-03,2.5,69.0,21.0,119.0
Nanjing,2020-06-14,1.5,100.0,26.0,53.0
Nanjing,2020-05-14,2.5,82.0,18.0,97.0
Nanjing,2020-06-29,4.6,88.0,23.0,42.0
Nanjing,2020-11-24,1.5,100.0,6.0,68.0
Nanjing,2020-04-25,3.6,46.0,8.0,80.0
Nanjing,2020-05-01,1.5,78.0,18.0,104.0
Nanjing,2020-05-09,2.5,77.0,15.0,63.0
Nanjing,2020-06-20,2.5,83.0,20.0,80.0
Nanjing,2020-07-11,2.5,100.0,25.0,78.0
Nanjing,2020-10-19,1.5,87.0,11.0,89.0
Nanjing,2020-04-20,1.5,88.0,12.0,97.0
Nanjing,2020-05-04,4.6,69.0,21.0,127.0
Nanjing,2020-08-23,1.5,66.0,25.0,85.0
Nanjing,2020-08-24,1.5,62.0,24.0,72.0
Nanjing,2020-09-28,2.5,69.0,18.0,61.0
Nanjing,2020-04-03,2.5,66.0,6.0,89.0
Nanjing,2020-09-08,0.5,78.0,20.0,89.0
Nanjing,2020-05-19,1.5,49.0,11.0,63.0
Nanjing,2020-07-31,1.5,74.0,26.0,55.0
Nanjing,2020-08-30,0.5,74.0,24.0,59.0
Nanjing,2020-09-21,1.5,73.0,18.0,74.0
Nanjing,2020-04-27,3.6,72.0,8.0,74.0
Nanjing,2020-08-15,1.5,66.0,24.0,46.0
Nanjing,2020-10-26,0.5,100.0,13.0,122.0
Nanjing,2020-04-10,5.6,76.0,11.0,102.0
Nanjing,2020-05-28,1.5,61.0,19.0,102.0
Nanjing,2020-07-21,0.5,94.0,22.0,72.0
Nanjing,2020-10-24,0.5,76.0,5.0,72.0
Nanjing,2020-11-03,1.5,47.0,2.0,46.0
Nanjing,2020-04-16,1.5,55.0,11.0,85.0
Nanjing,2020-09-12,1.5,73.0,19.0,55.0
Nanjing,2020-09-19,1.5,82.0,16.0,76.0
Nanjing,2020-10-22,1.5,76.0,10.0,99.0
Nanjing,2020-08-21,2.5,83.0,25.0,65.0
Nanjing,2020-11-10,1.5,81.0,7.0,104.0
Nanjing,2020-09-22,0.5,93.0,19.0,93.0
Nanjing,2020-10-31,1.5,63.0,10.0,61.0
Nanjing,2020-04-19,1.5,93.0,12.0,65.0
Nanjing,2020-05-07,5.6,78.0,18.0,87.0
Nanjing,2020-05-15,0.5,94.0,20.0,104.0
Nanjing,2020-06-12,1.5,100.0,25.0,97.0
Nanjing,2020-06-13,0.5,100.0,25.0,34.0
Nanjing,2020-11-18,2.5,77.0,17.0,65.0
Nanjing,2020-04-02,3.6,58.0,5.0,68.0
Nanjing,2020-04-07,0.5,58.0,4.0,85.0
Nanjing,2020-04-30,1.5,53.0,15.0,117.0
Nanjing,2020-05-25,1.5,60.0,14.0,91.0
Nanjing,2020-08-25,1.5,66.0,25.0,65.0
Nanjing,2020-10-17,0.5,100.0,13.0,80.0
Nanjing,2020-04-05,2.5,58.0,4.0,59.0
Nanjing,2020-06-28,2.5,100.0,24.0,61.0
Nanjing,2020-07-19,1.5,100.0,24.0,42.0
Nanjing,2020-08-06,2.5,74.0,26.0,46.0
Nanjing,2020-09-16,1.5,88.0,22.0,63.0
Nanjing,2020-05-12,1.5,49.0,9.0,61.0
Nanjing,2020-06-26,1.5,78.0,23.0,85.0
Nanjing,2020-09-11,1.5,83.0,20.0,78.0
Nanjing,2020-09-14,1.5,88.0,21.0,65.0
Nanjing,2020-09-29,1.5,78.0,18.0,65.0
Nanjing,2020-04-26,2.5,58.0,9.0,104.0
Nanjing,2020-06-25,1.5,83.0,23.0,122.0
Nanjing,2020-09-06,1.5,61.0,18.0,76.0
Nanjing,2020-10-12,2.5,73.0,14.0,72.0
Nanjing,2020-10-27,2.5,88.0,15.0,119.0
Nanjing,2020-06-18,2.5,100.0,21.0,55.0
Nanjing,2020-07-22,2.5,74.0,25.0,97.0
Nanjing,2020-08-01,1.5,79.0,27.0,63.0
Nanjing,2020-09-26,2.5,77.0,17.0,65.0
Nanjing,2020-10-28,1.5,82.0,14.0,85.0
Nanjing,2020-07-28,1.5,100.0,25.0,59.0
Nanjing,2020-10-23,1.5,58.0,5.0,68.0
Nanjing,2020-11-06,1.5,76.0,12.0,74.0
Nanjing,2020-05-06,3.6,77.0,15.0,87.0
Nanjing,2020-06-08,5.6,73.0,20.0,74.0
Nanjing,2020-08-04,3.6,74.0,25.0,34.0
Nanjing,2020-10-13,4.6,68.0,15.0,85.0
Nanjing,2020-11-01,0.5,82.0,14.0,107.0
Nanjing,2020-04-01,1.5,81.0,9.0,93.0
Nanjing,2020-06-05,1.5,88.0,21.0,53.0
Nanjing,2020-06-23,1.5,100.0,24.0,59.0
Nanjing,2020-04-15,2.5,52.0,8.0,80.0
Nanjing,2020-06-10,1.5,94.0,25.0,85.0
Nanjing,2020-08-27,1.5,74.0,22.0,25.0
Nanjing,2020-09-02,1.5,94.0,23.0,57.0
Nanjing,2020-09-05,1.5,55.0,19.0,89.0
Nanjing,2020-04-12,3.6,42.0,2.0,102.0
Nanjing,2020-07-30,1.5,94.0,26.0,102.0
Nanjing,2020-08-14,2.5,66.0,24.0,38.0
Nanjing,2020-09-20,1.5,69.0,17.0,91.0
Nanjing,2020-05-27,2.5,61.0,18.0,95.0
Nanjing,2020-06-07,4.6,61.0,19.0,59.0
Nanjing,2020-08-17,1.5,59.0,24.0,68.0
Nanjing,2020-10-29,2.5,82.0,12.0,82.0
Nanjing,2020-10-06,1.5,67.0,10.0,61.0
Nanjing,2020-05-30,2.5,88.0,19.0,65.0
Nanjing,2020-07-01,2.5,70.0,23.0,109.0
Nanjing,2020-07-09,3.6,94.0,23.0,78.0
Nanjing,2020-07-26,2.5,94.0,23.0,85.0
Nanjing,2020-08-16,1.5,62.0,25.0,68.0
Nanjing,2020-06-06,2.5,65.0,19.0,61.0
Nanjing,2020-08-10,1.5,94.0,26.0,46.0
Nanjing,2020-09-15,1.5,100.0,22.0,72.0
Nanjing,2020-10-01,1.5,73.0,17.0,78.0
Nanjing,2020-04-04,1.5,71.0,7.0,114.0
Nanjing,2020-05-21,3.6,50.0,16.0,85.0
Nanjing,2020-06-03,2.5,69.0,22.0,70.0
Nanjing,2020-07-15,2.5,100.0,21.0,53.0
Nanjing,2020-07-10,2.5,74.0,22.0,80.0
Nanjing,2020-09-30,1.5,73.0,17.0,74.0
Nanjing,2020-10-14,4.6,64.0,13.0,53.0
Nanjing,2020-10-20,1.5,72.0,11.0,70.0
Nanjing,2020-10-30,2.5,72.0,10.0,76.0
Nanjing,2020-05-11,1.5,50.0,15.0,91.0
Nanjing,2020-06-24,2.5,83.0,23.0,70.0
Nanjing,2020-08-29,1.5,94.0,23.0,68.0
Nanjing,2020-09-23,1.5,93.0,19.0,68.0
Nanjing,2020-05-24,2.5,48.0,16.0,97.0
Nanjing,2020-09-03,1.5,69.0,19.0,68.0
Nanjing,2020-09-10,0.5,100.0,23.0,112.0
Nanjing,2020-04-28,2.5,42.0,6.0,85.0
Nanjing,2020-07-16,2.5,94.0,21.0,63.0
Nanjing,2020-06-19,1.5,73.0,19.0,50.0
Nanjing,2020-11-05,2.5,63.0,10.0,63.0
Nanjing,2020-05-10,1.5,77.0,14.0,93.0
Nanjing,2020-05-18,3.6,49.0,11.0,72.0
Nanjing,2020-07-02,3.6,94.0,23.0,76.0
Nanjing,2020-11-23,1.5,75.0,4.0,87.0
Nanjing,2020-04-21,2.5,67.0,7.0,74.0
Nanjing,2020-04-09,2.5,51.0,7.0,99.0
Nanjing,2020-10-09,1.5,68.0,13.0,50.0
Nanjing,2020-11-09,0.5,76.0,7.0,93.0
Nanjing,2020-08-03,2.5,66.0,25.0,57.0
Nanjing,2020-10-05,1.5,62.0,8.0,34.0
Nanjing,2020-04-14,0.5,55.0,7.0,119.0
Nanjing,2020-04-17,1.5,68.0,13.0,127.0
Nanjing,2020-05-20,1.5,41.0,11.0,85.0
Nanjing,2020-06-02,2.5,65.0,21.0,76.0
Nanjing,2020-07-27,0.5,100.0,24.0,65.0
Nanjing,2020-11-02,0.5,100.0,12.0,142.0
Nanjing,2020-11-11,2.5,58.0,7.0,87.0
Nanjing,2020-04-23,1.5,59.0,6.0,89.0
Nanjing,2020-04-24,1.5,44.0,5.0,89.0
Nanjing,2020-06-01,2.5,61.0,20.0,97.0
Nanjing,2020-06-04,2.5,65.0,21.0,59.0
Nanjing,2020-06-15,1.5,100.0,25.0,61.0
Nanjing,2020-08-08,1.5,94.0,27.0,53.0
Nanjing,2020-10-21,0.5,100.0,15.0,107.0
Nanjing,2020-11-16,3.6,93.0,14.0,95.0
Nanjing,2020-05-29,1.5,69.0,18.0,107.0
Nanjing,2020-09-07,1.5,65.0,20.0,82.0
Nanjing,2020-10-08,1.5,72.0,13.0,46.0
Nanjing,2020-05-26,1.5,83.0,18.0,102.0
Nanjing,2020-07-23,2.5,78.0,23.0,50.0
Nanjing,2020-07-29,1.5,94.0,26.0,134.0
Nanjing,2020-08-12,2.5,70.0,24.0,42.0
Nanjing,2020-08-31,1.5,78.0,25.0,59.0
Nanjing,2020-11-19,2.5,87.0,10.0,72.0
Nanjing,2020-05-23,2.5,65.0,18.0,82.0
Nanjing,2020-07-03,2.5,88.0,22.0,50.0
Nanjing,2020-07-06,1.5,100.0,25.0,50.0
Nanjing,2020-11-07,1.5,76.0,9.0,102.0
Nanjing,2020-11-08,0.5,76.0,7.0,114.0
Nanjing,2020-06-09,3.6,69.0,22.0,68.0
Nanjing,2020-07-14,0.5,100.0,22.0,70.0
Nanjing,2020-09-13,1.5,88.0,21.0,53.0
Nanjing,2020-10-10,1.5,77.0,13.0,57.0
Nanjing,2020-04-29,1.5,52.0,10.0,80.0
Nanjing,2020-06-27,1.5,100.0,26.0,53.0
Nanjing,2020-08-22,2.5,66.0,24.0,91.0
Nanjing,2020-09-09,0.5,65.0,21.0,91.0
Nanjing,2020-09-18,1.5,93.0,17.0,68.0
Xining,2020-06-18,1.0,56.2,5.6,61.0
Xining,2020-07-24,1.0,89.0,14.0,61.0
Xining,2020-08-13,2.0,56.1,9.5,74.0
Xining,2020-11-22,2.0,77.3,-11.9,102.0
Xining,2020-07-18,3.0,78.1,8.7,30.0
Xining,2020-11-06,3.0,39.2,-10.2,104.0
Xining,2020-08-09,1.0,51.9,9.0,59.0
Xining,2020-04-18,6.0,42.2,-3.0,102.0
Xining,2020-05-01,2.0,17.1,-7.4,63.0
Xining,2020-05-05,3.0,37.1,3.1,122.0
Xining,2020-06-12,2.0,83.9,7.3,59.0
Xining,2020-08-01,2.0,52.1,8.6,63.0
Xining,2020-05-29,2.0,46.2,0.6,65.0
Xining,2020-07-06,1.0,46.0,8.1,70.0
Xining,2020-08-24,3.0,58.1,8.2,57.0
Xining,2020-08-26,1.0,50.1,7.2,74.0
Xining,2020-10-09,2.0,52.9,2.3,80.0
Xining,2020-07-05,2.0,53.1,7.4,80.0
Xining,2020-07-21,2.0,61.9,8.4,72.0
Xining,2020-09-18,3.0,65.8,4.3,80.0
Xining,2020-04-01,5.0,69.8,-4.2,91.0
Xining,2020-04-13,3.0,25.0,-9.8,112.0
Xining,2020-05-11,2.0,47.0,-3.0,87.0
Xining,2020-05-03,4.0,22.0,-3.0,104.0
Xining,2020-05-04,3.0,48.0,3.7,149.0
Xining,2020-07-07,1.0,32.0,6.6,74.0
Xining,2020-10-13,4.0,61.2,-3.0,74.0
Xining,2020-11-21,4.0,75.8,-9.3,78.0
Xining,2020-01-04,1.0,31.0,-14.6,144.0
Xining,2020-05-15,2.0,60.3,0.8,80.0
Xining,2020-06-10,2.0,50.2,3.7,93.0
Xining,2020-07-10,2.0,61.0,8.2,59.0
Xining,2020-09-10,2.0,72.8,9.1,70.0
Xining,2020-06-27,2.0,39.1,4.8,57.0
Xining,2020-11-18,1.0,74.9,-4.9,139.0
Xining,2020-09-06,1.0,67.2,6.8,68.0
Xining,2020-09-17,2.0,71.2,3.3,53.0
Xining,2020-10-07,2.0,46.0,1.9,95.0
Xining,2020-11-23,2.0,64.2,-10.8,153.0
Xining,2020-04-03,2.0,60.9,-5.4,78.0
Xining,2020-06-04,2.0,50.1,3.5,72.0
Xining,2020-08-18,2.0,67.8,6.7,53.0
Xining,2020-09-08,1.0,74.2,9.8,89.0
Xining,2020-09-20,3.0,77.8,8.6,78.0
Xining,2020-01-05,2.0,52.1,-9.5,107.0
Xining,2020-05-13,3.0,34.2,-4.0,87.0
Xining,2020-06-13,3.0,85.2,8.4,55.0
Xining,2020-04-10,6.0,28.2,-9.8,102.0
Xining,2020-08-25,2.0,52.9,6.4,59.0
Xining,2020-10-22,1.0,40.1,-8.0,119.0
Xining,2020-06-02,2.0,38.2,1.3,68.0
Xining,2020-07-14,2.0,58.2,10.7,57.0
Xining,2020-07-23,1.0,85.0,14.1,76.0
Xining,2020-10-12,3.0,52.2,-1.3,76.0
Xining,2020-04-04,2.0,59.0,-4.1,91.0
Xining,2020-04-05,2.0,51.0,-4.3,107.0
Xining,2020-05-23,3.0,81.8,6.2,55.0
Xining,2020-09-04,2.0,48.0,7.0,82.0
Xining,2020-04-29,1.0,21.0,-6.4,72.0
Xining,2020-06-23,2.0,55.1,8.5,68.0
Xining,2020-08-16,3.0,71.2,10.3,70.0
Xining,2020-11-13,2.0,46.9,-5.3,164.0
Xining,2020-08-08,2.0,61.0,11.7,57.0
Xining,2020-08-14,2.0,76.8,10.1,55.0
Xining,2020-09-14,2.0,70.2,6.5,46.0
Xining,2020-09-15,3.0,64.9,5.3,42.0
Xining,2020-06-14,3.0,80.0,7.7,74.0
Xining,2020-08-28,2.0,45.2,7.7,104.0
Xining,2020-10-05,3.0,58.1,1.1,78.0
Xining,2020-11-08,1.0,55.2,-8.6,152.0
Xining,2020-07-30,2.0,54.0,9.7,68.0
Xining,2020-09-22,3.0,73.1,7.0,61.0
Xining,2020-11-04,2.0,53.0,-6.2,137.0
Xining,2020-10-21,2.0,44.0,-7.0,124.0
Xining,2020-04-06,2.0,66.0,-1.9,102.0
Xining,2020-05-27,3.0,51.9,0.5,50.0
Xining,2020-05-28,1.0,44.2,-0.1,50.0
Xining,2020-09-16,2.0,79.3,5.9,72.0
Xining,2020-10-04,2.0,47.9,-1.3,61.0
Xining,2020-04-15,3.0,21.1,-7.5,107.0
Xining,2020-04-22,3.0,60.0,-2.9,89.0
Xining,2020-08-10,2.0,81.9,10.4,72.0
Xining,2020-08-29,4.0,89.3,9.8,61.0
Xining,2020-11-19,2.0,57.3,-5.2,163.0
Xining,2020-06-08,2.0,52.9,4.7,78.0
Xining,2020-11-11,1.0,38.2,-9.3,147.0
Xining,2020-11-16,2.0,59.0,-5.8,171.0
Xining,2020-11-20,4.0,76.0,-5.0,162.0
Xining,2020-05-25,3.0,60.0,2.3,50.0
Xining,2020-06-01,2.0,43.0,0.8,59.0
Xining,2020-10-17,1.0,50.1,-3.9,89.0
Xining,2020-11-02,2.0,41.1,-9.5,95.0
Xining,2020-11-07,2.0,41.1,-10.3,119.0
Xining,2020-11-09,1.0,29.1,-12.7,153.0
Xining,2020-04-25,2.0,33.0,-6.8,78.0
Xining,2020-06-17,2.0,56.9,6.8,53.0
Xining,2020-06-26,2.0,50.1,7.7,61.0
Xining,2020-07-22,3.0,47.0,8.8,65.0
Xining,2020-10-10,2.0,52.1,3.3,93.0
Xining,2020-01-03,2.0,29.1,-14.1,156.0
Xining,2020-05-02,2.0,11.1,-12.5,68.0
Xining,2020-06-06,1.0,43.1,3.7,72.0
Xining,2020-08-03,1.0,71.1,10.0,80.0
Xining,2020-10-23,2.0,42.1,-5.3,137.0
Xining,2020-04-17,2.0,20.0,-15.3,61.0
Xining,2020-06-21,2.0,90.1,11.3,72.0
Xining,2020-10-19,1.0,66.0,-4.0,109.0
Xining,2020-10-24,2.0,42.0,-1.9,144.0
Xining,2020-11-10,1.0,22.0,-12.3,122.0
Xining,2020-07-19,2.0,59.2,7.4,53.0
Xining,2020-05-08,4.0,84.3,1.2,72.0
Xining,2020-09-09,2.0,86.1,11.2,61.0
Xining,2020-10-01,4.0,65.1,4.1,59.0
Xining,2020-04-11,2.0,19.1,-13.7,122.0
Xining,2020-04-21,2.0,71.8,-1.3,87.0
Xining,2020-07-08,2.0,63.1,11.3,70.0
Xining,2020-09-12,1.0,89.2,10.0,93.0
Xining,2020-10-31,3.0,47.2,-6.6,97.0
Xining,2020-04-30,2.0,19.1,-7.4,78.0
Xining,2020-05-20,3.0,64.0,4.3,74.0
Xining,2020-05-31,2.0,37.1,1.2,70.0
Xining,2020-09-02,2.0,60.1,7.3,55.0
Xining,2020-10-14,2.0,48.9,-3.1,72.0
Xining,2020-11-12,1.0,43.1,-7.1,156.0
Xining,2020-06-05,2.0,28.1,-0.9,63.0
Xining,2020-07-11,2.0,71.2,9.7,59.0
Xining,2020-07-28,2.0,51.9,8.7,65.0
Xining,2020-08-07,2.0,84.2,14.1,57.0
Xining,2020-10-16,3.0,45.1,-6.5,63.0
Xining,2020-08-30,2.0,82.2,7.5,34.0
Xining,2020-09-29,2.0,70.8,7.8,57.0
Xining,2020-10-27,2.0,83.9,-2.4,78.0
Xining,2020-04-19,4.0,29.2,-3.6,127.0
Xining,2020-05-30,3.0,53.1,3.6,68.0
Xining,2020-08-27,4.0,56.0,7.7,89.0
Xining,2020-09-11,2.0,76.2,8.9,78.0
Xining,2020-04-24,2.0,50.9,-4.8,82.0
Xining,2020-07-16,2.0,76.2,12.3,57.0
Xining,2020-07-31,2.0,67.1,9.3,76.0
Xining,2020-09-03,2.0,59.0,7.4,72.0
Xining,2020-09-27,1.0,69.2,8.0,82.0
Xining,2020-04-14,1.0,21.0,-9.0,91.0
Xining,2020-05-12,2.0,25.0,-5.2,82.0
Xining,2020-06-07,3.0,67.9,7.0,87.0
Xining,2020-07-01,1.0,56.9,10.1,78.0
Xining,2020-07-13,2.0,77.9,11.2,63.0
Xining,2020-04-23,3.0,41.2,-8.0,82.0
Xining,2020-05-21,3.0,30.0,1.3,68.0
Xining,2020-07-26,2.0,53.9,8.9,65.0
Xining,2020-11-14,2.0,44.2,-7.0,156.0
Xining,2020-03-30,3.0,44.0,-2.8,114.0
Xining,2020-10-11,5.0,47.1,-4.0,93.0
Xining,2020-05-06,2.0,69.3,7.1,82.0
Xining,2020-07-04,2.0,47.9,5.6,72.0
Xining,2020-06-25,2.0,73.2,6.3,87.0
Xining,2020-07-15,3.0,57.1,11.9,65.0
Xining,2020-08-06,2.0,95.0,15.1,53.0
Xining,2020-09-19,2.0,69.9,7.2,89.0
Xining,2020-10-30,6.0,61.0,-4.4,139.0
Xining,2020-06-16,1.0,92.3,9.4,55.0
Xining,2020-06-29,3.0,44.0,6.3,74.0
Xining,2020-08-17,2.0,89.1,7.8,42.0
Xining,2020-05-14,3.0,33.2,-2.7,91.0
Xining,2020-06-19,1.0,49.0,7.1,59.0
Xining,2020-07-29,4.0,47.0,8.6,63.0
Xining,2020-04-07,1.0,61.9,-1.7,80.0
Xining,2020-05-17,2.0,20.1,-3.6,68.0
Xining,2020-08-23,2.0,87.0,11.2,42.0
Xining,2020-11-24,1.0,75.9,-8.1,170.0
Xining,2020-04-12,2.0,17.1,-15.2,95.0
Xining,2020-09-28,4.0,84.0,9.3,55.0
Xining,2020-10-02,5.0,60.1,1.3,68.0
Xining,2020-04-26,3.0,24.1,-11.2,85.0
Xining,2020-05-26,2.0,82.2,2.4,38.0
Xining,2020-08-12,2.0,67.0,10.6,82.0
Xining,2020-09-01,3.0,71.2,8.6,61.0
Xining,2020-04-08,3.0,43.2,-4.5,87.0
Xining,2020-05-22,3.0,50.0,2.8,72.0
Xining,2020-09-05,2.0,75.8,7.5,61.0
Xining,2020-09-23,2.0,66.2,5.5,89.0
Xining,2020-04-28,2.0,30.1,-8.0,72.0
Xining,2020-05-16,2.0,35.1,-0.3,74.0
Xining,2020-07-02,2.0,52.9,8.0,85.0
Xining,2020-07-03,2.0,73.0,10.1,76.0
Xining,2020-08-19,2.0,50.2,6.8,61.0
Xining,2020-03-31,4.0,41.2,-9.0,82.0
Xining,2020-05-09,2.0,44.1,-3.5,46.0
Xining,2020-09-21,2.0,81.8,7.9,55.0
Xining,2020-10-28,2.0,68.8,-2.4,87.0
Xining,2020-05-07,5.0,87.0,4.3,57.0
Xining,2020-08-15,3.0,59.0,9.6,59.0
Xining,2020-10-29,1.0,40.1,-8.4,112.0
Xining,2020-11-15,2.0,45.2,-5.6,166.0
Xining,2020-04-02,4.0,60.9,-6.0,82.0
